차명,변속기,인승,기통,마력,최대토크,연료,주행거리,상담
벤츠 S350 d,자동,5인승,6기통,286마력,61.2kgm,디젤,22km,0
벤츠 500 SEL,자동,5인승,,,,가솔린,12만km,"2,500"
쉐보레 익스프레스밴 6.0 9인승,자동,,,,,가솔린,4천km,
포르쉐 718 카이맨 S 2.5,자동,2인승,4기통,350마력,42.8kgm,가솔린,2만km,
벤츠 S63 AMG 4매틱 플러스 쿠페,자동,4인승,8기통,612마력,91.8kgm,가솔린,9천km,
벤츠 C220 d 아방가르드,자동,5인승,4기통,170마력,40.8kgm,디젤,9만km,
쉐보레 익스프레스밴 6.0,자동,,,,,가솔린,2만km,
벤츠 E450 4매틱 익스클루시브,자동,5인승,6기통,367마력,51kgm,가솔린,8만km,
벤츠 E220 d 4매틱 익스클루시브,자동,5인승,4기통,194마력,40.8kgm,디젤,4만km,
랜드로버 레인지로버 벨라 3.0 P380 R-다이나믹 SE,자동,5인승,6기통,380마력,45.9kgm,가솔린,2만km,"7,499"
벤츠 G63 AMG,자동,5인승,8기통,571마력,77.5kgm,가솔린,8만km,"10,999"
볼보 S90 T5 인스크립션,자동,5인승,4기통,254마력,35.7kgm,가솔린,1만km,"5,199"
볼보 S90 D5 AWD 인스크립션,자동,5인승,4기통,235마력,49kgm,디젤,1만km,"5,099"
벤츠 E220 d 4매틱 AMG 라인,자동,5인승,4기통,194마력,40.8kgm,디젤,7천km,"6,999"
벤츠 CLS 400,자동,4인승,6기통,333마력,49kgm,가솔린,10만km,"3,800"
포르쉐 뉴 911 카레라 4S,자동,4인승,6기통,450마력,54.1kgm,가솔린,6천km,"20,000"
캐딜락 에스컬레이드 6.2 V8 AWD 플래티넘,자동,7인승,8기통,426마력,63.5kgm,가솔린,6천km,"9,200"
BMW 320d xDrive 투어링 M 스포츠,자동,5인승,4기통,184마력,38.8kgm,디젤,13만km,
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,1만km,
벤틀리 뮬산 6.8 스피드,자동,5인승,,,,가솔린,2만km,
벤틀리 벤테이가 6.0 W12,자동,5인승,12기통,608마력,91.8kgm,가솔린,2만km,
아우디 뉴 R8 5.2 V10 플러스 쿠페,자동,2인승,10기통,610마력,57.1kgm,가솔린,7만km,
애스턴마틴 DB11 5.2 V12 AMR,자동,4인승,,,,가솔린,2천km,
페라리 캘리포니아 4.3 V8 ,자동,4인승,8기통,460마력,49.5kgm,가솔린,3만km,
벤츠 S65L AMG,자동,5인승,12기통,630마력,102kgm,가솔린,5만km,
포드 F350 6.2 슈퍼듀티 플래티넘,자동,5인승,,,,가솔린,5천km,
벤츠 S350 d 4매틱 AMG 라인,자동,5인승,6기통,286마력,61.2kgm,디젤,2천km,
BMW M2 쿠페 CS 25주년 에디션,자동,4인승,6기통,450마력,56.1kgm,가솔린,70km,
마이바흐 57s 6.0 V12,자동,4인승,12기통,612마력,102kgm,가솔린,9만km,
롤스로이스 팬텀 6.7 V12,자동,4인승,12기통,460마력,73.4kgm,가솔린,9만km,
벤틀리 뉴 컨티넨탈 GT 6.0 W12,자동,,,,,가솔린,1만km,
벤츠 G63 AMG,자동,5인승,8기통,585마력,86.7kgm,가솔린,205km,
람보르기니 아벤타도르 LP740-4 S,자동,2인승,,,,가솔린,2만km,
랜드로버 뉴 레인지로버 5.0 V8 SC 오토바이오그래피,자동,5인승,8기통,525마력,63.8kgm,가솔린,1만km,"17,000"
BMW M5 세단,자동,5인승,8기통,608마력,76.5kgm,가솔린,3만km,
포드 머스탱 GT 컨버터블,자동,4인승,8기통,422마력,54.1kgm,가솔린,7만km,
미니 쿠퍼 S JCW,자동,4인승,4기통,231마력,32.6kgm,가솔린,2만km,"2,550"
벤츠 CLA220 AMG 라인,자동,5인승,4기통,184마력,30.6kgm,가솔린,4만km,"2,399"
지프 올 뉴 그랜드체로키 3.0 CRD 서밋,자동,5인승,6기통,250마력,56.1kgm,디젤,3만km,"4,799"
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,9천km,"13,750"
페라리 캘리포니아 4.3 V8 30,자동,2인승,,,,가솔린,3만km,
아우디 Q3 2.0 TDI 콰트로 ,자동,5인승,4기통,177마력,38.8kgm,디젤,14만km,"1,250"
벤츠 E300e 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,1만km,"6,150"
랜드로버 레인지로버 4.0 V8,자동,5인승,8기통,190마력,32.6kgm,가솔린,10만km,"3,350"
벤츠 마이바흐 S500L 4매틱,자동,5인승,8기통,455마력,71.4kgm,가솔린,5만km,
벤츠 E300e 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,1만km,
랜드로버 올 뉴 디스커버리 2.0 SD4 HSE,자동,7인승,4기통,240마력,51kgm,디젤,3만km,
벤츠 E300e 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,1만km,
페라리 458 이탈리아,자동,2인승,8기통,570마력,54.1kgm,가솔린,4만km,
벤츠 E300e 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,2만km,"5,750"
롤스로이스 레이스 6.6 A/T,자동,4인승,12기통,632마력,81.6kgm,가솔린,2만km,
마세라티 기블리 3.0 V6 S Q4,자동,5인승,6기통,410마력,56.1kgm,가솔린,6만km,"4,550"
﻿맥라렌 675LT 스파이더,자동,2인승,,,,가솔린,810km,
롤스로이스 고스트 6.7 V12,자동,,,,,가솔린,27km,
벤틀리 뉴 컨티넨탈 플라잉스퍼 6.0 W12 퍼스트 에디션,자동,5인승,,,,가솔린,3천km,
벤츠 AMG GT,자동,2인승,8기통,476마력,64.3kgm,가솔린,1천km,
포르쉐 마칸 3.0 S 디젤,자동,5인승,6기통,258마력,59.2kgm,디젤,3만km,
스바루 임프레자 WRX 세단 STI,수동,5인승,,,,가솔린,6만ml,
포르쉐 718 카이맨 4.0 GT4 스포츠컵 에디션,수동,2인승,,,,가솔린,1천km,"21,200"
포르쉐 718 스파이더 4.0,자동,2인승,,,,가솔린,38km,"19,700"
포르쉐 718 카이맨 4.0 GT4,수동,2인승,,,,가솔린,300km,"20,000"
BMW M5 세단,자동,5인승,10기통,,,가솔린,6만km,
포르쉐 911 카레라,수동,2인승,,,,가솔린,24만km,
아우디 A6 2.0 TDI 다이내믹,자동,5인승,4기통,177마력,38.8kgm,디젤,14만km,959
BMW 530i M 스포츠 플러스,자동,5인승,4기통,252마력,35.7kgm,가솔린,4만km,"3,899"
BMW 520d,자동,5인승,4기통,184마력,38.8kgm,디젤,12만km,"1,299"
벤츠 S400L d 4매틱,자동,5인승,6기통,340마력,71.4kgm,디젤,5만km,
벤츠 GLC 300 4매틱 쿠페 프리미엄,자동,5인승,,,,가솔린,1만km,
볼보 뉴 XC60 D4 AWD 인스크립션,자동,5인승,4기통,190마력,40.8kgm,디젤,2만km,
벤츠 SL63 AMG,자동,2인승,8기통,537마력,91.8kgm,가솔린,5만km,
다이하쓰 코펜 0.66 컨버터블,자동,,,,,가솔린,11만km,
벤츠 S350 블루텍,자동,5인승,6기통,258마력,63.2kgm,디젤,15만km,
렉서스 ES 330,자동,5인승,6기통,228마력,33.2kgm,가솔린,6만km,550
벤츠 S560L e,자동,5인승,,,,가솔린+전기,1만km,"12,900"
벤츠 S500L,자동,5인승,8기통,455마력,71.4kgm,가솔린,7만km,"6,800"
벤틀리 컨티넨탈 플라잉스퍼 6.0,자동,4인승,12기통,625마력,81.6kgm,가솔린,3만km,
벤츠 C180K,자동,5인승,4기통,143마력,22.4kgm,가솔린,18만km,
벤츠 E400 카브리올레,자동,4인승,6기통,333마력,49kgm,가솔린,4천km,
BMW 750Li xDrive,자동,5인승,8기통,449마력,66.3kgm,가솔린,8만km,
페라리 812 슈퍼패스트 6.5 V12,자동,2인승,12기통,800마력,73.3kgm,가솔린,6천km,
인피니티 올 뉴 M M37 스탠다드 Y51,자동,5인승,6기통,333마력,37kgm,가솔린,10만km,900
벤츠 마이바흐 S500L,자동,5인승,8기통,455마력,71.4kgm,가솔린,7만km,"9,190"
애스턴마틴 라피드 6.0 12V S,자동,4인승,12기통,560마력,64.3kgm,가솔린,6천km,"14,900"
벤츠 마이바흐 S560 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,5만km,"17,690"
아우디 A4 4세대 2.0 TFSI 콰트로  ,자동,5인승,4기통,211마력,35.7kgm,가솔린,14만km,550
포르쉐 파나메라 4.0 GTS ,자동,4인승,8기통,460마력,63.2kgm,가솔린,3천km,
아우디 RS7 4.0 TFSI 콰트로 익스클루시브,자동,4인승,8기통,560마력,71.4kgm,가솔린,8만km,
벤츠 마이바흐 S650,자동,,,,,가솔린,2만km,
람보르기니 가야르도 LP570-4 슈퍼레제라,자동,2인승,10기통,570마력,55.1kgm,가솔린,3만km,
마세라티 콰트로포르테 4.7 V8 스포츠 GTS,자동,5인승,8기통,450마력,52kgm,가솔린,6만km,
포르쉐 718 스파이더 4.0,수동,2인승,,,,가솔린,6천km,
벤츠 S63L AMG 4매틱 플러스,자동,5인승,8기통,612마력,91.8kgm,가솔린,12만km,"12,000"
람보르기니 우라칸 LP610-4,자동,2인승,10기통,610마력,57.1kgm,가솔린,9천km,
재규어 뉴 XJ 3.0d V6 LWB XJ50,자동,5인승,6기통,300마력,71.4kgm,디젤,9천km,
BMW 320i 쿠페,수동,,,,,가솔린,4만km,
도요타 시에나 3.5 4WD,자동,7인승,6기통,266마력,33.9kgm,가솔린,2만km,
맥라렌 570S 쿠페,자동,2인승,,,,가솔린,1만km,
쉐보레 콜벳 컨버터블 Z06,자동,2인승,,,,가솔린,5만km,
람보르기니 디아블로 VT,자동,,,,,가솔린,2만km,
BMW M4 쿠페 사일런스 에디션,자동,4인승,6기통,431마력,56.1kgm,가솔린,4만km,
아우디 RS7 4.0 TFSI 콰트로 익스클루시브,자동,4인승,8기통,560마력,71.4kgm,가솔린,5만km,
포르쉐 911 터보 S,자동,4인승,6기통,560마력,76.5kgm,가솔린,4만km,
마세라티 르반떼 3.0 럭셔리,자동,5인승,6기통,350마력,51kgm,가솔린,3만km,
맥라렌 650S 스파이더,자동,2인승,8기통,650마력,69.2kgm,가솔린,3만km,
포르쉐 911 카레라 4 GTS,자동,4인승,6기통,450마력,56.1kgm,가솔린,1만km,"15,800"
BMW X5 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,6만km,"5,090"
BMW 740Li,자동,4인승,6기통,326마력,45.9kgm,가솔린,12만km,"1,790"
벤츠 C200 d,자동,5인승,4기통,136마력,32.6kgm,디젤,10만km,"2,090"
맥라렌 650S 쿠페,자동,2인승,8기통,650마력,69.2kgm,가솔린,4만km,
벤츠 GLE 350d 4매틱,자동,5인승,6기통,258마력,63.2kgm,디젤,9만km,"4,550"
BMW M6 그란 쿠페 컴페티션 에디션,자동,5인승,,,,가솔린,4만km,"7,500"
랜드로버 디스커버리4 2.7 TDV6 SE,자동,5인승,6기통,190마력,44.9kgm,디젤,17만km,"2,600"
벤츠 GLC 220d 4매틱 쿠페,자동,5인승,4기통,170마력,40.8kgm,디젤,1만km,
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,4천km,
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,3만km,
벤츠 S350L 블루텍,자동,5인승,6기통,258마력,63.2kgm,디젤,3만km,
벤츠 GLK220 CDI 4매틱,자동,5인승,4기통,170마력,40.8kgm,디젤,9만km,
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,9만km,
벤츠 S400L d 4매틱,자동,5인승,6기통,340마력,71.4kgm,디젤,12만km,"7,900"
아우디 Q7 35 TDI 콰트로,자동,5인승,6기통,245마력,56.1kgm,디젤,12만km,"2,650"
캐딜락 에스컬레이드 6.2 V8 ESV 4WD 스포츠 플래티넘,자동,,,,,가솔린,59km,
아우디 Q5 1세대 2.0 TDI 콰트로 다이내믹 ,자동,5인승,4기통,170마력,35.7kgm,디젤,16만km,"1,650"
﻿벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,6만km,
포르쉐 718 카이맨 2.5 GTS,자동,2인승,4기통,365마력,43.9kgm,가솔린,1만km,
랜드로버 뉴 레인지로버 5.0 V8 SC 오토바이오그래피 LWB,자동,5인승,8기통,525마력,63.8kgm,가솔린,4만km,
재규어 F타입 3.0 컨버터블 S,자동,2인승,6기통,380마력,46.9kgm,가솔린,2만km,
렉서스 UX 250h AWD 이그제큐티브,자동,5인승,4기통,177마력,,가솔린+전기,1만km,
아우디 Q7 3.0 TFSI 콰트로,자동,,,,,가솔린,9만km,
벤츠 SLR 맥라렌 쿠페,자동,2인승,,,,가솔린,5만km,
페라리 로마 3.9 V8,자동,4인승,8기통,620마력,77.5kgm,가솔린,103km,
람보르기니 우루스 4.0 V8,자동,5인승,8기통,650마력,86.7kgm,가솔린,4천km,
포르쉐 718 카이맨 S 2.5,자동,2인승,4기통,350마력,42.8kgm,가솔린,1만km,
쉐보레 서버밴 5.3 4WD LTZ,자동,,,,,가솔린,9만km,
벤츠 G 2세대  G63 AMG ,자동,5인승,8기통,571마력,77.5kgm,가솔린,4만km,"12,000"
람보르기니 아벤타도르 LP700-4,자동,2인승,12기통,700마력,70.4kgm,가솔린,3만km,
재규어 F타입 3.0 컨버터블 S,자동,2인승,6기통,380마력,46.9kgm,가솔린,5만km,
포르쉐 뉴 911 카레라 S,자동,4인승,6기통,450마력,54.1kgm,가솔린,2천km,
페라리 488 스파이더,자동,2인승,8기통,670마력,77.5kgm,가솔린,6천km,
벤츠 S400L,자동,5인승,6기통,333마력,49kgm,가솔린,9만km,
쉐보레 콜벳 스팅레이,수동,,,,,가솔린,4만km,
아우디 A7 55 TFSI 콰트로 프리미엄,자동,4인승,6기통,340마력,51kgm,가솔린,1만km,"7,250"
페라리 캘리포니아 4.3 V8 30,자동,2인승,,,,가솔린,2만km,
벤츠 E220 d 쿠페,자동,4인승,4기통,194마력,40.8kgm,디젤,1만km,
벤틀리 컨티넨탈 플라잉스퍼 6.0,자동,4인승,12기통,625마력,81.6kgm,가솔린,3만km,
BMW 5 5세대  520i ,자동,5인승,6기통,170마력,21.4kgm,가솔린,13만km,400
미니 쿠퍼 S 2.0,자동,4인승,4기통,192마력,28.6kgm,가솔린,1만km,
맥라렌 570S 스파이더,자동,2인승,8기통,570마력,61.2kgm,가솔린,1만km,
포르쉐 911 터보,자동,4인승,6기통,480마력,63.2kgm,가솔린,8만km,
미니 쿠퍼 1.6,자동,4인승,4기통,122마력,16.3kgm,가솔린,15만km,계약
포르쉐 뉴 911 카레라 S,자동,4인승,6기통,450마력,54.1kgm,가솔린,9천km,
벤틀리 벤테이가 6.0 W12,자동,5인승,12기통,608마력,91.8kgm,가솔린,3만km,
쉐보레 서버밴 6.2 4WD 하이 컨트리,자동,,,,,가솔린,11km,
캐딜락 에스컬레이드 6.2 V8 ESV 4WD,자동,,,,,가솔린,81km,
포드 F150 3.7 XLT,자동,5인승,,,,가솔린,9만km,"3,499"
BMW M4 쿠페,자동,4인승,6기통,431마력,56.1kgm,가솔린,7만km,"4,299"
벤틀리 뉴 컨티넨탈 GT 6.0 W12,자동,,,,,가솔린,1만km,"31,000"
롤스로이스 레이스 6.6 A/T,자동,4인승,12기통,632마력,81.6kgm,가솔린,2만km,
재규어 뉴 XJ 2.0 LWB  럭셔리 X351,자동,5인승,4기통,240마력,34.7kgm,가솔린,8만km,"2,690"
재규어 뉴 XF 20d 프레스티지 AWD,자동,5인승,4기통,180마력,43.9kgm,디젤,3만km,0
포르쉐 파나메라 2.9 4S,자동,4인승,6기통,440마력,56.1kgm,가솔린,4만km,
포르쉐 마칸 3.0 S 디젤,자동,5인승,6기통,258마력,59.2kgm,디젤,4만km,
폭스바겐 파사트 7세대 2.0 TDI  ,자동,5인승,4기통,140마력,32.6kgm,디젤,12만km,790
인피니티 Q50 3.5 S 하이브리드 하이테크,자동,5인승,6기통,364마력,,가솔린+전기,9만km,"1,300"
벤츠 S63L AMG 4매틱 플러스 퍼포먼스 에디션,자동,5인승,8기통,612마력,91.8kgm,가솔린,4만km,
포르쉐 뉴 911 카레라 4 카브리올레,자동,4인승,6기통,392마력,45.9kgm,가솔린,5천km,
캐딜락 에스컬레이드 6.2 V8 ESV 4WD ,자동,,,,,가솔린,97km,
캐딜락 에스컬레이드 6.2 V8 ESV 4WD ,자동,,,,,가솔린,46km,
캐딜락 에스컬레이드 6.2 V8 ESV 4WD,자동,,,,,가솔린,52km,
인피니티 Q70 3.7 V6 익스클루시브,자동,5인승,6기통,333마력,37kgm,가솔린,2만km,"3,500"
렉서스 뉴 ES 300h 슈프림,자동,5인승,4기통,203마력,,가솔린+전기,7만km,"2,890"
벤츠 S550L,자동,5인승,,,,가솔린,31만km,
BMW X7 xDrive 40i 6인승 M 스포츠,자동,6인승,6기통,340마력,45.9kgm,가솔린,2만km,
벤츠 V250 d,자동,,,,,디젤,5천km,"17,500"
랜드로버 뉴 레인지로버 5.0 V8 SC SV오토바이오그래피 LWB,자동,4인승,8기통,565마력,71.4kgm,가솔린,1만km,
BMW X6 30d xDrive M 스포츠,자동,5인승,,,,디젤,8천km,
람보르기니 우라칸 LP640-4 에보,자동,2인승,10기통,640마력,61.2kgm,가솔린,1천km,
아도라612 캠핑 트레일러,수동,,,,,기타,미등록,"3,600"
벤츠 마이바흐 S500L,자동,5인승,8기통,455마력,71.4kgm,가솔린,17만km,
포르쉐 카이엔 3.0 디젤,자동,5인승,6기통,262마력,59.2kgm,디젤,7만km,계약
포드 F150 3.5 에코부스트 4WD 리미티드,자동,,,,,가솔린,3만km,"7,850"
벤츠 GLS 350d 4매틱,자동,7인승,6기통,258마력,63.2kgm,디젤,9만km,"7,080"
벤츠 E450 4매틱 카브리올레,자동,4인승,6기통,367마력,51kgm,가솔린,3만km,계약
람보르기니 아벤타도르 LP700-4,자동,2인승,12기통,700마력,70.4kgm,가솔린,6만km,계약
폭스바겐 골프 6세대  2.0 GTI 5도어 ,자동,5인승,4기통,211마력,28.6kgm,가솔린,16만km,900
랜드로버 뉴 레인지로버 스포츠 3.0 V6 SC HSE 다이나믹,자동,5인승,6기통,340마력,45.9kgm,가솔린,8천km,
벤틀리 컨티넨탈 플라잉스퍼 6.0,자동,4인승,12기통,625마력,81.6kgm,가솔린,9만km,
BMW X7 xDrive 30d 6인승 M 스포츠,자동,6인승,6기통,265마력,63.2kgm,디젤,7천km,"3,200"
페라리 488 스파이더,자동,2인승,8기통,670마력,77.5kgm,가솔린,3만km,
지프 올 뉴 랭글러 2.0 루비콘 4도어,자동,5인승,4기통,272마력,40.8kgm,가솔린,3천km,
캐딜락 에스컬레이드 6.2 V8 ESV 4WD,자동,,,,,가솔린,374km,
BMW 1 2세대 118d  M 스포츠 ,자동,5인승,4기통,143마력,32.6kgm,디젤,15만km,"1,070"
도요타 FJ크루져 4WD,자동,5인승,,,,가솔린,22만km,
﻿벤츠 E220 d 아방가르드,자동,5인승,4기통,194마력,40.8kgm,디젤,8만km,
벤츠 S450L 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,4만km,
벤츠 S400L 하이브리드,자동,5인승,6기통,299마력,39.3kgm,가솔린+전기,14만km,
아우디 A6 40 TDI 콰트로 프리미엄,자동,5인승,6기통,218마력,51kgm,디젤,9만km,
포르쉐 마칸 2.0,자동,5인승,4기통,252마력,37.7kgm,가솔린,7만km,
벤츠 마이바흐 S600L,자동,4인승,12기통,530마력,84.7kgm,가솔린,5만km,
벤츠 E220 블루텍 아방가르드,자동,5인승,4기통,170마력,40.8kgm,디젤,12만km,
BMW X5 xDrive 30d,자동,,,,,디젤,12만km,
포드 익스플로러 2.3 에코부스트 리미티드,자동,7인승,4기통,274마력,41.5kgm,가솔린,5만km,
아우디 A6 35 TDI 콰트로,자동,5인승,4기통,190마력,40.8kgm,디젤,6만km,
BMW M4 쿠페,자동,4인승,6기통,431마력,56.1kgm,가솔린,7만km,
BMW 750Li xDrive 프레스티지,자동,5인승,8기통,449마력,66.3kgm,가솔린,10만km,
벤츠 C43 AMG 4매틱 카브리올레,자동,4인승,6기통,367마력,53kgm,가솔린,6만km,
BMW 740Li xDrive 디자인 퓨어 엑설런스,자동,5인승,6기통,340마력,45.9kgm,가솔린,4만km,
재규어 뉴 XJ 3.0d V6 LWB 프리미엄 럭셔리,자동,5인승,6기통,300마력,71.4kgm,디젤,3만km,
BMW M760Li xDrive,자동,5인승,12기통,609마력,81.6kgm,가솔린,4만km,
포르쉐 뉴 911 카레라 카브리올레 ,자동,4인승,6기통,392마력,45.9kgm,가솔린,350km,
테슬라 모델 S P100D,자동,5인승,,,,전기,4만km,
포르쉐 파나메라 4.0 GTS,자동,4인승,8기통,480마력,63.2kgm,가솔린,25km,
스즈키 짐니 1.5 4WD 시에라 컴포트 플러스,자동,4인승,,,,가솔린,57km,
벤틀리 뉴 컨티넨탈 플라잉스퍼 6.0 W12 퍼스트 에디션,자동,5인승,,,,가솔린,5천km,
BMW 740Li xDrive 디자인 퓨어 엑설런스,자동,5인승,6기통,340마력,45.9kgm,가솔린,3만km,
벤틀리 뉴 컨티넨탈 GT 6.0 W12 퍼스트 에디션,자동,,,,,가솔린,1만km,
벤츠 S65L AMG,자동,5인승,12기통,630마력,102kgm,가솔린,6만km,
벤츠 S350L d 4매틱,자동,5인승,6기통,258마력,63.2kgm,디젤,10만km,
벤츠 S350L 블루텍,자동,5인승,6기통,258마력,63.2kgm,디젤,11만km,
포르쉐 718 박스터 S 2.5,자동,2인승,4기통,350마력,42.8kgm,가솔린,3만km,
지프 올 뉴 랭글러 2.0 루비콘 4도어 파워 탑,자동,5인승,4기통,272마력,40.8kgm,가솔린,3만km,
벤츠 CLS53 AMG 4매틱 플러스,자동,5인승,6기통,435마력,53kgm,가솔린,4천km,
BMW 520i 럭셔리 라인,자동,5인승,4기통,184마력,29.6kgm,가솔린,1만km,
벤츠 SL500,자동,,,,,가솔린,10만ml,"1,750"
벤츠 S320L,자동,5인승,6기통,231마력,32.1kgm,가솔린,8만ml,777
BMW 735iL 인디비쥬얼,자동,5인승,8기통,238마력,35.2kgm,가솔린,19만km,888
포드 익스플로러 4.0,자동,7인승,6기통,213마력,32.4kgm,가솔린,16만km,
링컨 타운카 4.6 V8 L,자동,6인승,8기통,242마력,39.7kgm,가솔린,6만km,
도요타 하이에이스 2.7,자동,,,,,가솔린,20만km,
랜드로버 디스커버리4 3.0 SDV6 SE,자동,7인승,6기통,255마력,61.2kgm,디젤,10만km,
페라리 458 이탈리아,자동,2인승,8기통,570마력,55.1kgm,가솔린,4만km,"18,000"
벤츠 450 SEL,자동,,,,,가솔린,9만ml,"6,900"
벤츠 CLK320 카브리올레,자동,4인승,6기통,218마력,31.6kgm,가솔린,14만km,
벤츠 SLK200K,자동,2인승,4기통,163마력,24.5kgm,가솔린,10만km,
벤틀리 컨티넨탈 GT 6.0,자동,4인승,12기통,560마력,66.3kgm,가솔린,3만ml,
랜드로버 디스커버리4 3.0 SDV6 SE,자동,7인승,6기통,255마력,61.2kgm,디젤,9만km,
